CustomerID,Age,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,NumDealsPurchases,Kidhome,Teenhome,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Education,Marital_Status,CustomerTenureDays,Cluster
184,18,37582.86,58,287.32,32.87,127.95,33.68,29.27,20.79,2,0,4,5,0,1,2,0,0,0,0,0,0,PhD,Widow,3348,2
185,31,25754.67,74,200.33,23.67,151.36,58.72,0.0,23.77,4,0,6,4,1,2,2,1,0,0,0,0,0,2n Cycle,Married,603,0
186,39,110514.05,37,877.22,102.82,293.6,63.0,59.92,25.0,4,0,10,6,3,0,1,0,1,0,1,0,0,Basic,Single,3588,1
187,28,109841.62,54,289.97,63.5,286.12,87.48,34.63,39.72,9,4,10,7,4,1,0,1,1,1,0,1,0,Master,Married,1616,1
188,32,63146.03,94,755.42,18.29,438.31,96.89,59.47,90.39,5,2,7,8,3,0,1,1,0,0,0,0,0,PhD,Married,2599,1
189,46,37283.96,29,193.96,18.61,109.05,25.5,7.28,11.58,1,1,3,6,4,2,1,0,0,0,0,0,0,Basic,Together,2798,2
190,22,25368.59,64,399.08,29.35,82.75,66.68,30.58,43.05,2,2,6,4,1,2,0,0,0,0,0,0,0,PhD,Single,1003,0
191,44,37469.53,92,201.31,19.25,95.66,24.81,20.11,5.25,3,1,4,6,2,2,1,0,0,0,0,0,0,2n Cycle,Single,3300,2
192,41,33241.56,96,244.74,17.82,63.21,48.99,21.87,23.91,2,0,2,2,1,1,0,0,0,0,0,0,1,2n Cycle,Together,3556,2
193,18,26269.2,14,140.41,31.58,201.26,48.97,20.68,24.68,5,1,5,5,2,2,1,0,0,0,0,0,1,2n Cycle,Together,2590,2
194,32,75289.44,94,1118.84,24.47,615.67,98.6,37.91,104.48,3,1,2,5,1,0,1,0,0,1,1,0,0,2n Cycle,Widow,3330,3
195,47,90567.76,46,756.07,73.22,371.55,163.9,88.69,58.17,0,3,8,5,2,0,2,0,0,0,0,1,0,Graduation,Divorced,3376,3
196,37,66838.45,59,506.78,56.92,296.45,81.42,30.76,120.87,7,5,4,6,4,0,0,0,1,0,1,1,0,Master,Single,2222,1
197,37,92304.03,62,225.1,57.67,62.21,157.53,30.18,55.72,6,5,15,5,1,1,1,0,1,0,0,0,0,Graduation,Single,501,1
198,46,81356.21,73,614.31,124.63,558.08,156.07,75.65,105.41,2,4,9,7,0,0,1,1,1,1,0,1,0,Basic,Together,1930,3
199,20,25932.69,42,102.92,10.05,0.0,56.42,15.14,74.5,4,5,5,5,0,2,1,1,1,0,0,0,0,2n Cycle,Divorced,1895,0
200,42,95489.44,12,1222.86,81.28,389.79,153.79,37.15,135.19,9,2,5,7,2,0,2,1,0,0,0,0,0,2n Cycle,Single,746,3
201,39,83376.24,5,383.8,65.56,112.97,106.55,68.96,150.93,3,6,7,9,1,0,1,0,0,0,0,1,0,2n Cycle,Single,422,1
202,26,19349.43,65,220.67,18.52,231.03,26.05,29.86,30.55,2,1,2,3,3,1,1,1,0,0,0,0,0,2n Cycle,Together,3509,2
203,20,24378.24,79,249.49,36.97,251.46,42.95,32.8,56.63,2,3,5,7,3,0,1,0,1,0,0,0,0,2n Cycle,Married,2465,0
204,27,29892.96,45,220.12,25.56,182.56,37.58,24.35,40.16,1,1,4,6,2,2,1,1,0,1,0,0,0,Basic,Widow,1384,0
205,33,12776.84,82,165.76,20.28,69.87,21.12,18.3,14.28,2,1,3,3,3,2,1,0,0,0,0,0,0,2n Cycle,Divorced,967,2
206,33,25248.38,38,241.03,45.59,84.58,25.66,30.04,57.88,6,1,5,5,1,0,1,1,1,0,0,1,0,Graduation,Together,3547,0
207,45,79018.16,35,1223.04,91.21,630.4,161.4,66.39,74.7,6,4,11,6,0,0,0,1,0,0,0,0,0,2n Cycle,Married,1381,3
208,49,30382.24,13,233.44,13.54,43.71,25.32,14.36,21.05,3,0,1,10,0,2,2,0,0,0,0,0,0,2n Cycle,Widow,1150,2
209,36,86027.05,50,886.7,31.88,684.54,122.9,88.6,104.24,13,2,7,4,0,1,0,1,1,1,0,0,0,PhD,Single,537,1
210,37,25570.72,80,222.46,15.56,107.78,41.8,24.16,25.07,3,2,2,7,0,1,2,0,0,0,0,0,0,Master,Divorced,2967,2
211,52,88252.05,10,313.41,102.65,581.63,135.6,50.15,63.08,8,1,2,6,2,0,1,1,0,0,0,1,0,2n Cycle,Divorced,495,3
212,52,93903.03,14,526.65,57.11,573.92,97.67,55.4,132.11,9,2,4,4,2,0,2,1,1,1,0,0,0,PhD,Divorced,842,3
213,32,18050.02,65,191.14,15.01,102.9,23.42,19.53,22.79,1,0,3,4,3,2,1,0,0,0,0,0,0,Graduation,Divorced,429,2
214,55,13242.16,84,210.82,13.83,116.8,21.83,12.62,20.66,2,0,5,5,1,2,0,0,0,0,0,0,0,Master,Single,1743,0
215,31,29810.12,74,312.99,7.1,11.0,30.73,28.58,40.91,7,1,3,4,3,2,0,0,0,1,0,0,0,Master,Married,2079,0
216,31,108776.33,68,540.91,60.13,464.57,123.54,71.29,65.56,7,8,13,1,5,1,1,1,1,1,0,0,0,Master,Together,1146,1
217,27,22239.64,10,231.88,17.81,152.62,11.26,24.96,43.11,6,0,10,4,1,1,0,0,0,1,1,1,0,Basic,Divorced,1640,0
218,45,71406.4,56,1155.19,35.87,339.35,171.69,74.71,96.21,5,3,9,8,1,0,2,1,0,0,0,1,0,Graduation,Widow,721,3
219,38,31657.8,68,174.11,7.27,28.89,24.66,17.54,18.03,2,1,4,5,0,2,2,1,0,0,0,0,0,Master,Divorced,2903,2
220,28,25116.8,98,314.98,32.69,14.69,24.86,23.67,45.67,4,0,5,4,1,1,1,1,0,0,0,0,0,Graduation,Together,2397,2
221,41,122023.75,29,488.03,49.23,19.38,82.65,33.29,77.17,10,2,8,12,1,1,1,1,1,0,1,0,0,Graduation,Widow,3436,1
222,31,35748.87,98,337.85,24.27,18.95,51.1,29.4,29.07,5,5,9,2,1,1,0,1,0,0,0,0,0,Master,Together,1189,0
223,45,18123.34,85,183.63,19.58,61.24,34.6,6.56,19.46,0,2,3,3,2,1,0,0,0,0,0,0,1,Graduation,Divorced,1449,2
224,27,95555.55,4,0.0,88.95,488.28,71.82,70.76,101.18,7,2,10,4,2,0,2,0,0,1,0,0,0,2n Cycle,Married,891,1
225,40,30304.05,4,101.96,24.98,131.62,26.29,15.05,21.88,1,1,0,2,1,1,1,0,0,0,0,0,1,2n Cycle,Single,3519,2
226,47,113465.87,97,990.57,53.07,458.59,137.62,35.73,62.8,6,4,11,6,2,0,0,0,0,0,0,0,0,Master,Single,286,1
227,19,25212.44,12,117.91,42.92,151.06,67.32,12.95,35.06,5,1,3,7,2,1,0,0,1,0,0,0,0,Graduation,Single,1717,0
228,35,70591.22,77,512.38,96.53,115.87,100.76,58.02,53.15,3,2,17,6,2,0,0,1,1,1,0,0,0,2n Cycle,Together,1610,1
229,55,27543.58,92,242.6,16.53,89.9,44.71,9.37,28.01,1,1,2,7,4,2,2,0,0,0,0,0,0,2n Cycle,Together,857,2
230,27,32351.57,9,261.48,22.84,155.45,35.11,37.0,16.39,6,1,6,3,2,2,1,0,0,0,0,0,0,Basic,Single,1805,0
231,45,84296.18,23,759.18,3.17,388.46,4.23,81.52,50.48,7,2,17,2,2,0,0,1,1,0,1,0,0,Master,Widow,1688,1
232,46,30634.28,73,100.11,1.49,31.25,16.46,10.12,26.33,2,2,4,3,7,2,1,0,0,0,0,0,0,Graduation,Single,1036,2
233,31,70766.28,17,796.15,53.95,458.56,92.52,40.91,75.12,7,3,12,1,4,1,2,1,0,1,0,1,0,Master,Widow,1941,1
234,24,25035.85,57,246.39,10.06,200.78,56.18,14.01,44.14,2,1,6,6,1,0,1,0,0,0,0,0,0,PhD,Single,2064,0
235,33,73146.21,74,585.04,87.89,0.0,166.66,68.12,121.72,3,2,3,5,5,0,2,1,0,1,1,0,0,Graduation,Single,1463,3
236,56,95945.57,83,1156.3,85.57,845.96,96.56,99.34,48.31,6,2,8,8,1,0,1,0,1,0,1,0,0,PhD,Divorced,731,3
237,43,76533.51,91,698.96,54.97,263.91,123.75,75.8,46.49,6,1,7,2,0,0,1,0,0,0,0,1,0,2n Cycle,Divorced,245,3
238,50,20072.5,47,219.29,23.5,13.76,20.59,1.93,15.55,0,0,2,4,1,1,1,0,0,0,0,0,0,2n Cycle,Married,1333,2
239,43,63190.69,28,889.12,115.08,569.58,94.14,79.46,126.26,1,2,12,6,1,0,1,0,0,0,0,1,0,Master,Married,2395,3
240,45,105574.44,1,551.05,61.91,129.78,128.33,27.83,52.93,5,3,16,4,0,1,1,1,1,1,0,0,0,2n Cycle,Widow,1569,1
241,54,100389.58,58,459.56,69.13,455.02,45.16,75.87,79.37,5,2,6,5,2,0,0,0,0,0,0,0,0,2n Cycle,Together,214,3
242,30,81636.91,26,833.2,82.13,397.31,38.43,69.51,59.12,2,2,13,3,3,0,1,0,0,0,0,0,0,Basic,Widow,349,1
243,26,19858.17,81,367.4,18.16,341.99,54.14,22.35,52.68,2,2,4,1,0,1,2,0,0,0,0,0,0,PhD,Together,317,2
244,52,28228.29,35,260.17,10.63,100.3,31.97,11.91,18.52,1,2,3,5,0,1,0,0,0,0,0,0,0,Master,Single,2904,0
245,30,73052.15,54,473.52,45.41,411.18,105.96,48.27,61.83,6,7,11,4,5,1,1,0,0,1,0,0,0,Master,Divorced,163,1
246,41,78073.23,21,991.08,93.69,284.97,131.13,121.56,95.0,7,3,6,5,3,0,0,0,1,0,0,0,0,Master,Married,2258,1
247,34,69865.24,66,471.79,34.72,275.26,66.8,57.48,29.82,6,4,17,3,4,1,0,1,0,1,0,1,0,2n Cycle,Divorced,2925,1
248,39,97499.95,1,970.7,87.93,530.95,111.85,71.32,52.65,3,2,9,6,4,0,0,1,0,0,1,1,0,Basic,Single,1896,1
249,35,99701.44,72,747.79,65.56,698.31,39.56,103.82,75.81,2,3,6,5,2,0,1,0,1,1,0,1,0,PhD,Divorced,1170,3
250,30,64600.26,18,444.19,21.87,167.35,69.85,63.25,82.39,4,6,10,2,0,0,1,0,0,1,0,0,0,PhD,Widow,3072,1
251,53,88909.65,64,1121.43,35.96,471.97,42.49,46.34,157.89,5,1,9,6,6,0,2,0,0,0,0,1,0,PhD,Divorced,1503,3
252,71,39650.45,83,236.61,12.95,81.11,0.79,15.08,27.46,0,1,3,3,3,1,1,0,0,0,1,0,0,Graduation,Divorced,2911,2
253,37,31564.67,8,142.74,22.65,0.0,1.14,17.25,25.56,2,0,1,5,3,2,1,0,0,1,0,0,0,Basic,Single,2536,0
254,57,23975.37,93,190.34,14.64,57.4,30.64,15.99,32.94,3,0,2,4,4,2,1,0,0,0,0,0,0,PhD,Single,948,2
255,35,81130.7,36,969.24,58.1,526.15,49.97,57.66,32.74,6,1,11,4,1,0,0,1,0,1,1,0,0,Graduation,Divorced,3302,3
256,37,81608.63,83,985.1,67.56,315.78,97.53,84.66,102.6,9,3,11,9,3,1,0,0,1,1,1,0,0,2n Cycle,Single,1711,1
257,26,20350.21,29,234.81,29.32,181.7,45.42,37.71,10.61,3,1,9,5,3,0,1,0,1,0,0,0,0,2n Cycle,Single,2117,0
258,32,25893.1,25,264.21,12.43,30.51,41.87,9.65,25.58,2,1,4,4,1,2,2,0,0,0,0,0,0,Graduation,Divorced,724,2
259,46,31089.68,99,183.83,18.61,97.66,12.54,0.0,38.3,2,0,3,2,3,2,2,0,0,0,0,0,1,Master,Widow,1558,2
260,40,82189.19,58,646.69,64.38,478.6,84.35,73.64,96.49,8,3,6,4,0,0,0,1,0,0,0,0,0,2n Cycle,Divorced,2061,3
261,22,21621.7,59,310.85,36.38,230.21,73.08,39.24,20.13,5,0,7,3,1,1,0,0,0,0,0,0,0,Master,Divorced,2172,0
262,40,111146.82,2,685.67,59.78,480.95,64.81,70.69,60.13,4,5,11,7,1,1,0,0,0,1,0,1,0,PhD,Widow,1350,1
263,44,71110.43,59,464.04,42.13,539.66,12.73,52.44,61.35,5,0,4,2,1,0,0,1,0,1,0,1,0,Master,Single,1042,1
264,33,55112.59,85,673.94,81.12,531.93,153.74,62.93,98.18,6,3,9,3,1,0,0,1,0,1,0,1,0,Graduation,Widow,1235,3
265,47,85894.06,3,343.29,70.71,555.0,110.35,67.44,39.68,11,8,8,7,4,0,0,0,1,1,1,1,0,2n Cycle,Divorced,2142,3
266,40,28604.57,51,169.66,24.87,124.2,17.68,12.88,26.77,4,2,2,8,4,2,2,0,1,0,0,0,0,Basic,Widow,1668,0
267,31,29796.49,63,98.04,5.72,13.35,13.21,20.66,24.16,2,1,2,1,0,1,1,0,0,0,0,0,0,Graduation,Single,3511,2
268,28,94805.86,79,720.21,96.7,249.62,63.31,61.38,93.75,6,3,9,4,4,0,1,1,1,0,1,1,0,2n Cycle,Widow,3402,1
269,19,29851.96,50,211.96,36.43,83.88,17.81,29.77,31.72,6,1,2,5,2,0,2,0,0,0,1,0,0,PhD,Divorced,1616,2
270,34,86098.23,29,1004.71,51.69,0.0,76.96,40.04,113.31,11,6,12,10,1,1,0,1,0,0,0,0,0,Graduation,Together,495,1
271,36,91778.19,3,897.0,53.09,506.31,118.27,43.33,59.05,8,2,9,4,4,1,0,0,0,1,0,0,0,Basic,Single,461,1
272,51,89172.11,34,721.22,31.21,27.68,56.72,81.36,100.5,7,0,8,11,0,0,2,0,0,1,0,0,0,Master,Married,1169,1
273,51,20050.12,36,217.9,19.52,146.13,32.86,16.36,18.19,1,1,2,4,3,2,0,0,0,0,0,0,0,Basic,Together,109,2
274,33,78658.79,21,464.23,65.76,481.08,69.45,68.06,55.06,7,1,13,6,2,0,2,0,0,1,0,0,0,PhD,Divorced,191,3
275,30,23377.48,36,456.46,15.57,36.25,55.52,14.63,54.76,2,2,7,7,1,2,0,0,0,0,0,0,0,Master,Together,3022,0
276,46,97295.61,21,908.91,72.86,627.97,69.31,43.49,1.96,10,1,10,5,3,0,0,0,1,1,1,0,0,2n Cycle,Married,2264,1
277,34,92399.18,44,98.77,77.51,611.6,108.27,88.75,83.58,3,2,9,5,1,0,0,0,0,0,0,1,0,Master,Single,3101,1
278,25,29087.65,74,354.29,18.3,197.03,33.56,21.59,47.93,3,3,5,1,3,2,0,1,0,0,0,0,0,Basic,Single,2209,0
279,44,77232.95,83,1049.43,141.79,0.0,19.08,52.41,143.34,12,2,8,6,2,0,0,0,1,1,1,0,0,Basic,Married,596,1
280,44,20846.42,7,28.98,13.97,85.15,18.63,12.95,23.66,1,0,4,5,2,1,2,0,0,0,0,0,0,Basic,Divorced,746,2
281,24,16936.94,18,272.36,20.52,207.72,46.44,12.64,32.29,1,1,5,4,2,1,2,0,0,0,0,0,0,PhD,Married,657,0
282,37,36286.17,65,229.34,13.69,171.75,22.19,17.26,6.55,3,1,1,5,5,1,0,0,0,1,0,0,0,2n Cycle,Single,560,0
283,48,98579.68,85,1527.08,78.2,197.53,148.41,75.06,105.55,6,3,11,4,2,0,1,0,0,1,0,0,0,Basic,Divorced,2561,3
284,32,78511.29,14,805.68,44.47,150.5,51.64,36.42,65.33,3,5,10,6,3,0,2,0,0,1,1,0,0,Basic,Married,1968,1
285,51,88423.16,71,256.14,37.94,552.85,119.73,110.23,86.43,3,1,8,7,3,0,0,0,0,1,0,0,0,2n Cycle,Divorced,1409,3
286,18,23668.75,89,348.8,28.89,130.37,27.44,18.98,53.35,0,0,4,5,0,1,1,0,0,0,0,0,0,Graduation,Widow,3220,2
287,27,65232.23,53,712.47,43.51,430.91,97.96,35.8,41.59,8,4,9,4,3,1,0,1,0,1,0,0,0,PhD,Single,495,1
288,46,90256.82,28,471.98,53.27,368.76,64.52,40.49,53.36,10,3,9,4,8,0,1,1,1,1,0,1,0,2n Cycle,Married,3340,1
289,33,91735.0,67,855.21,57.37,226.29,113.97,76.02,67.54,10,3,6,4,3,0,0,0,0,0,0,0,0,Graduation,Single,1403,3
290,35,32190.19,83,57.5,7.94,96.3,24.62,18.99,23.03,2,0,7,9,3,1,0,0,0,0,0,1,0,Graduation,Single,3573,2
291,46,6878.16,11,94.09,4.35,67.03,12.95,8.36,17.74,4,1,3,5,2,1,1,0,0,0,0,0,0,2n Cycle,Divorced,215,2
292,45,34840.63,90,207.72,7.2,74.94,35.31,4.34,9.4,1,1,3,2,4,1,2,0,0,0,0,0,0,PhD,Single,2788,2
293,28,34829.02,50,329.38,21.51,246.25,69.76,23.97,45.22,6,1,8,6,1,2,0,0,0,0,0,0,0,Graduation,Widow,1212,0
294,27,88894.84,53,994.25,82.99,470.57,86.44,21.55,75.86,11,4,12,5,2,1,1,1,1,0,1,0,0,Graduation,Together,1549,1
295,43,74302.9,82,359.77,40.62,709.49,67.77,77.46,71.93,6,1,12,5,3,1,0,0,1,0,1,0,0,2n Cycle,Divorced,2551,3
296,35,98340.24,7,1049.38,78.24,458.65,159.51,69.18,83.08,4,4,6,5,1,1,2,1,0,0,0,1,0,PhD,Widow,2364,3
297,33,15981.3,60,286.32,18.15,64.57,10.34,13.8,25.72,0,1,2,4,4,2,2,0,1,0,0,0,0,PhD,Married,2207,0
298,31,78730.57,64,731.36,106.68,530.47,50.57,14.82,92.8,5,5,9,7,0,0,0,1,1,1,0,0,0,Master,Single,2694,1
299,48,79507.97,32,663.48,97.3,449.62,140.72,119.53,142.98,6,2,7,4,2,0,1,1,0,0,0,0,0,Basic,Divorced,3115,3
300,36,95474.2,6,818.78,156.63,37.4,66.22,71.53,105.96,8,2,6,4,3,0,2,0,0,0,0,0,0,Master,Widow,1119,1
301,28,32199.32,88,293.24,18.19,168.0,47.95,21.42,21.66,4,0,2,7,1,0,1,0,0,0,1,0,0,Basic,Divorced,369,2
302,39,88973.26,77,524.71,78.97,506.43,86.69,20.34,94.33,6,9,10,5,1,1,0,1,0,1,1,1,0,Graduation,Together,1263,3
303,29,98338.59,81,521.57,60.52,69.76,98.91,39.24,21.58,5,4,15,6,3,1,0,0,1,1,0,0,0,Master,Married,1465,1
304,26,94587.07,82,598.49,58.15,527.71,150.44,72.84,40.38,7,2,11,5,2,0,0,1,0,1,1,0,0,2n Cycle,Single,595,1
305,47,26120.96,3,227.62,19.96,88.23,16.39,10.15,22.92,0,0,6,7,1,2,0,0,0,0,0,0,0,Master,Widow,55,0
306,37,27063.23,64,118.59,12.71,107.5,26.39,4.04,5.67,2,2,4,6,3,2,1,0,0,0,0,0,0,PhD,Single,2478,2
307,24,95104.14,53,593.04,52.94,511.09,134.53,47.0,59.72,8,4,8,1,2,1,1,1,0,1,0,0,0,2n Cycle,Together,1138,1
308,22,24742.19,34,291.66,38.01,129.25,37.82,18.18,30.35,2,3,2,4,1,2,1,0,1,0,0,0,0,Master,Together,2361,0
309,51,26892.74,16,216.0,14.84,75.25,2.0,7.83,15.19,2,1,1,6,2,2,2,0,0,0,0,0,0,Graduation,Together,466,2
310,36,14859.9,71,239.91,23.98,141.58,43.53,29.02,16.73,0,2,5,6,0,1,1,0,0,1,0,0,0,Graduation,Single,2083,2
311,21,36283.9,20,269.93,13.43,232.86,18.15,9.61,27.39,5,3,4,2,1,0,0,0,0,0,1,0,0,2n Cycle,Divorced,1671,2
312,24,31644.39,42,545.84,13.57,138.86,42.96,26.32,36.77,4,1,3,6,2,1,2,0,0,0,0,0,0,PhD,Divorced,2087,2
313,24,28762.16,86,246.1,22.69,140.71,44.84,31.19,36.06,2,2,11,2,2,1,1,1,0,0,0,0,0,Graduation,Divorced,2770,2
314,29,32220.4,41,249.02,38.63,87.47,52.81,8.85,36.97,4,1,7,3,1,2,0,0,0,0,0,0,0,Graduation,Divorced,2530,2
315,40,27164.0,94,667.53,53.61,293.8,47.23,47.87,71.75,8,1,13,4,2,1,1,0,1,1,1,1,0,Basic,Widow,2445,1
316,27,109811.01,12,892.25,77.99,570.0,12.97,73.98,95.85,4,3,8,7,0,1,2,0,1,0,1,0,0,Basic,Together,2939,3
317,36,124946.57,4,1158.69,74.18,739.45,84.45,36.99,150.25,2,4,8,9,0,0,0,0,0,0,1,0,0,Master,Together,3525,3
318,39,95383.87,79,417.02,60.25,496.58,128.94,67.68,44.24,4,10,15,5,2,0,1,1,1,0,0,1,0,Basic,Widow,3554,1
319,33,23536.83,35,213.61,28.45,217.62,21.95,29.1,48.0,6,2,4,9,0,2,1,0,0,0,0,0,0,2n Cycle,Divorced,270,2
320,49,79603.29,22,318.82,86.46,430.3,97.53,78.65,136.39,3,2,11,6,0,0,0,0,0,0,0,0,0,PhD,Married,1067,3
321,26,95540.15,39,1108.31,89.32,587.2,91.83,77.11,131.14,5,1,11,2,0,0,0,0,0,0,0,1,0,Graduation,Together,3198,3
322,46,86625.52,52,246.58,85.99,246.76,252.69,72.89,57.38,4,2,10,4,2,0,0,1,0,1,0,0,0,2n Cycle,Single,2782,3
323,27,67594.79,19,923.38,56.08,333.71,62.45,73.36,66.95,11,4,11,3,1,1,1,1,1,1,0,0,0,Basic,Widow,2134,1
324,30,25880.24,87,351.9,14.63,174.4,61.01,17.15,35.2,3,0,5,6,1,2,0,0,0,0,1,1,1,PhD,Divorced,1347,2
325,31,30004.38,80,258.75,17.8,45.97,3.69,13.37,15.68,1,0,2,6,0,2,1,0,0,0,0,0,0,Basic,Single,3208,2
326,26,18828.24,25,305.17,18.62,187.92,58.75,33.49,28.06,4,3,3,3,1,0,2,0,0,0,0,0,0,Graduation,Single,413,2
327,24,77121.86,50,477.78,57.27,285.89,125.53,49.41,18.54,4,3,15,6,5,0,0,1,0,1,1,0,0,Basic,Together,2396,1
328,38,100647.6,47,421.7,47.32,287.17,70.47,61.57,119.12,8,3,14,7,1,0,1,0,0,1,1,0,0,PhD,Divorced,2699,3
329,29,25854.66,90,326.62,16.59,245.03,17.02,17.76,26.76,1,2,6,11,5,2,0,0,0,1,0,0,0,2n Cycle,Married,3093,0
330,45,81690.94,38,1178.13,106.62,856.79,41.99,20.4,173.63,3,1,6,2,1,0,1,1,1,0,1,0,0,Graduation,Together,2092,3
331,30,32819.53,47,540.65,39.6,198.46,26.56,19.11,19.31,6,2,6,4,3,2,1,0,0,0,1,0,0,PhD,Married,471,0
332,25,75619.02,68,557.49,51.56,97.01,158.44,32.41,31.88,3,5,9,3,2,1,0,1,1,0,0,0,0,Graduation,Together,156,1
333,30,31718.53,76,487.74,25.85,167.2,41.1,15.57,31.84,5,1,4,3,3,1,0,0,0,0,0,0,0,2n Cycle,Together,2643,2
334,36,16636.31,51,300.32,32.5,98.2,41.58,21.6,68.65,2,3,6,4,1,1,0,0,0,0,0,0,0,PhD,Together,306,2
335,45,72869.39,25,494.22,28.17,409.16,209.96,85.27,23.77,9,4,8,5,3,0,1,1,0,1,0,0,0,Basic,Widow,3078,1
336,40,76833.72,33,502.74,51.74,72.57,122.97,20.2,113.12,9,3,7,8,1,1,2,1,0,1,1,0,0,Graduation,Together,774,3
337,21,22551.2,80,520.48,25.22,101.85,41.75,18.57,21.61,4,5,5,3,0,0,0,1,0,0,0,0,0,PhD,Divorced,932,0
338,33,31883.55,52,388.92,18.57,276.29,43.12,14.34,39.85,1,1,3,2,1,0,0,0,1,0,0,1,0,Basic,Widow,563,0
339,51,37102.5,98,193.42,14.03,46.95,32.53,5.18,12.63,2,0,6,2,2,1,1,0,1,0,0,0,0,Basic,Together,654,2
340,28,17972.53,15,352.98,31.05,130.92,33.5,22.29,23.83,3,5,2,8,1,0,0,0,0,0,0,0,0,PhD,Together,1837,2
341,18,68253.72,41,906.03,27.5,462.8,78.81,53.43,95.6,10,2,19,7,1,1,0,0,1,1,0,0,0,2n Cycle,Divorced,1130,1
342,34,86032.75,87,783.84,66.0,406.26,102.08,60.98,78.76,7,5,14,6,3,1,0,1,1,1,1,0,0,Basic,Divorced,2955,1
343,41,85012.43,32,293.3,113.92,432.61,129.01,46.74,114.05,5,4,9,0,0,0,0,0,0,0,0,0,1,2n Cycle,Together,2585,3
344,59,78791.83,61,779.61,94.65,472.83,156.68,85.26,122.51,7,4,5,6,1,0,2,0,0,1,0,1,0,PhD,Widow,1870,3
345,43,89883.31,31,808.09,74.53,412.43,143.88,20.74,67.99,9,6,13,4,0,1,0,0,1,0,1,0,0,PhD,Widow,2251,1
346,29,64095.46,26,813.83,62.27,405.44,118.3,63.96,84.85,4,6,6,6,2,0,2,0,1,1,0,0,0,PhD,Widow,1372,1
347,25,14136.7,66,427.63,38.36,1.75,52.44,7.09,24.77,1,1,4,0,2,0,2,1,0,0,0,0,0,Graduation,Single,2728,2
348,45,37204.2,42,169.27,11.08,44.09,22.41,8.21,13.42,6,2,1,6,2,1,1,1,0,0,0,0,0,Master,Married,3257,0
349,42,78133.36,37,737.25,65.47,486.52,208.87,52.38,72.22,1,2,4,3,3,0,1,0,0,1,1,1,0,PhD,Divorced,2673,3
350,45,9420.08,88,99.7,26.99,176.29,28.97,10.54,12.35,0,1,2,5,2,1,2,0,1,0,0,0,0,Graduation,Single,1026,2
351,35,63529.21,12,80.5,87.43,0.0,0.0,43.14,62.98,6,2,10,8,3,0,1,0,0,0,1,0,0,Graduation,Widow,1520,1
352,35,71407.58,35,1028.34,40.42,166.0,68.86,66.05,166.59,7,5,8,6,3,1,0,1,0,1,0,1,0,PhD,Widow,3147,1
353,48,23703.3,31,359.51,36.25,136.41,14.69,11.3,8.63,3,2,1,5,4,1,1,0,0,0,0,0,0,Basic,Together,2278,2
354,36,86438.28,32,1014.55,86.18,747.32,68.38,80.04,48.92,10,4,5,9,4,0,1,0,0,0,0,0,0,PhD,Widow,1151,3
355,33,57901.4,53,330.3,66.34,217.1,70.74,40.2,84.5,2,1,16,1,3,1,2,1,1,1,1,0,0,Master,Married,166,1
356,42,80807.29,39,806.85,84.62,163.33,112.33,85.01,132.36,6,1,9,6,4,0,0,1,0,0,0,0,0,Basic,Single,1221,1
357,28,88732.56,1,528.58,66.62,458.33,0.0,73.94,48.64,6,5,15,5,4,1,1,1,1,0,0,1,0,PhD,Married,598,1
358,41,84230.28,37,764.02,76.13,544.48,117.36,27.1,76.72,6,4,5,3,3,1,2,0,0,0,0,0,0,Graduation,Single,1567,3
359,29,90724.58,13,284.98,58.02,516.54,105.16,57.53,91.06,6,3,14,6,4,0,0,1,1,0,0,0,0,Master,Together,128,1
360,44,102153.28,16,919.4,136.32,389.86,99.69,52.84,127.69,4,1,7,0,2,0,0,0,0,0,0,0,0,PhD,Single,2834,3
361,24,95764.49,33,632.02,67.66,282.89,2.22,69.29,21.51,8,4,8,6,1,0,2,1,0,0,1,0,0,PhD,Divorced,1695,3
362,18,25712.79,15,239.56,13.5,243.4,38.53,13.73,33.74,5,2,2,4,0,2,0,0,0,0,0,0,0,PhD,Married,3460,0
363,54,89804.73,31,961.05,64.25,622.74,149.62,110.86,54.57,7,4,2,1,6,0,2,1,1,0,1,0,0,2n Cycle,Together,3076,3
364,39,64628.52,40,559.46,81.36,266.05,21.37,22.58,55.91,11,4,15,2,2,1,0,1,0,0,1,0,0,Master,Married,756,1
365,49,91987.77,26,1074.56,108.76,482.59,155.29,95.45,101.29,2,2,8,9,4,0,2,1,0,1,0,0,0,Basic,Widow,1104,3
366,37,88837.63,94,1477.46,75.46,652.94,0.0,28.59,105.17,4,6,4,5,1,0,1,0,0,0,0,0,0,PhD,Together,1078,3
367,28,12716.97,21,130.12,17.12,76.81,36.57,2.57,23.18,1,1,3,7,2,2,1,0,0,0,0,0,0,2n Cycle,Single,1120,0
368,32,86930.56,46,1228.81,23.92,445.25,110.97,93.4,91.09,5,4,6,5,2,0,1,1,1,0,0,0,0,2n Cycle,Divorced,2602,3
